悠久の弦の響き,ゆうきゅうのげんのひびき,名詞,原神/アイテム/武器素材
悠久の弦の楽章,ゆうきゅうのげんのがくしょう,名詞,原神/アイテム/武器素材
悠久の弦の断章,ゆうきゅうのげんのだんしょう,名詞,原神/アイテム/武器素材
無垢な海の金盃,むくなうみのきんぱい,名詞,原神/アイテム/武器素材
無垢な海の銀盃,むくなうみのぎんぱい,名詞,原神/アイテム/武器素材
無垢な海の酒盃,むくなうみのしゅはい,名詞,原神/アイテム/武器素材
純聖な雫の精髄,じゅんせいなしずくのせいずい,名詞,原神/アイテム/武器素材
純聖な雫の甘泉,じゅんせいなしずくのかんせん,名詞,原神/アイテム/武器素材
純聖な雫の昇華,じゅんせいなしずくのしょうか,名詞,原神/アイテム/武器素材
悠久の弦の残章,ゆうきゅうのげんのざんしょう,名詞,原神/アイテム/武器素材
無垢な海の苦杯,むくなうみのくはい,名詞,原神/アイテム/武器素材
純聖な雫の濾滓,じゅんせいなしずくのろさい,名詞,原神/アイテム/武器素材
高塔の王の残壁,こうとうのおうのざんぺき,名詞,原神/アイテム/武器素材
凛風奔狼の乳歯,,名詞,原神/アイテム/武器素材
高塔の王の砕けた夢,こうとうのおうのくだけたゆめ,名詞,原神/アイテム/武器素材
高塔の王の断片,こうとうのおうのだんぺん,名詞,原神/アイテム/武器素材
高塔の王の瓦,こうとうのおうのかわら,名詞,原神/アイテム/武器素材
凛風奔狼の郷愁,,名詞,原神/アイテム/武器素材
凛風奔狼の断牙,,名詞,原神/アイテム/武器素材
凛風奔狼の砕牙,,名詞,原神/アイテム/武器素材
獅牙戦士の理想,しがせんしのりそう,名詞,原神/アイテム/武器素材
獅牙戦士の手錠,しがせんしのてじょう,名詞,原神/アイテム/武器素材
獅牙戦士の鎖,しがせんしのくさり,名詞,原神/アイテム/武器素材
獅牙戦士の枷,しがせんしのかせ,名詞,原神/アイテム/武器素材
孤雲寒林の神体,こうんかんりんのしんたい,名詞,原神/アイテム/武器素材
孤雲寒林の聖骸,こうんかんりんのせいがい,名詞,原神/アイテム/武器素材
孤雲寒林の輝岩,こうんかんりんのきがん,名詞,原神/アイテム/武器素材
孤雲寒林の光砂,こうんかんりんのこうさ,名詞,原神/アイテム/武器素材
霧海雲間の転還,,名詞,原神/アイテム/武器素材
霧海雲間の金丹,,名詞,原神/アイテム/武器素材
霧海雲間の水銀,,名詞,原神/アイテム/武器素材
霧海雲間の鉛丹,,名詞,原神/アイテム/武器素材
漆黒の隕鉄の塊,しっこくのいんてつのかたまり,名詞,原神/アイテム/武器素材
漆黒の隕鉄の一角,しっこくのいんてつのいっかく,名詞,原神/アイテム/武器素材
漆黒の隕鉄の一片,しっこくのいんてつのいっぺん,名詞,原神/アイテム/武器素材
漆黒の隕鉄の一粒,しっこくのいんてつのひとつぶ,名詞,原神/アイテム/武器素材
遠海夷地の金枝,,名詞,原神/アイテム/武器素材
遠海夷地の玉枝,,名詞,原神/アイテム/武器素材
遠海夷地の石枝,,名詞,原神/アイテム/武器素材
遠海夷地の瑚枝,,名詞,原神/アイテム/武器素材
鳴神御霊の勇武,なるかみみたまのゆうぶ,名詞,原神/アイテム/武器素材
鳴神御霊の親愛,なるかみみたまのしんあい,名詞,原神/アイテム/武器素材
鳴神御霊の歓喜,なるかみみたまのかんき,名詞,原神/アイテム/武器素材
鳴神御霊の恩恵,なるかみみたまのおんけい,名詞,原神/アイテム/武器素材
今昔劇画の鬼人,こんじゃくげきがのきじん,名詞,原神/アイテム/武器素材
今昔劇画の隻角,こんじゃくげきがのせきかく,名詞,原神/アイテム/武器素材
今昔劇画の虎牙,こんじゃくげきがのこが,名詞,原神/アイテム/武器素材
今昔劇画の悪尉,こんじゃくげきがのあくい,名詞,原神/アイテム/武器素材
烈日権威の往日,,名詞,原神/アイテム/武器素材
烈日権威の夢想,,名詞,原神/アイテム/武器素材
烈日権威の残光,,名詞,原神/アイテム/武器素材
烈日権威の残響,,名詞,原神/アイテム/武器素材
オアシスガーデンの真諦,おあしすがーでんのしんたい,名詞,原神/アイテム/武器素材
オアシスガーデンの哀思,おあしすがーでんのあいし,名詞,原神/アイテム/武器素材
オアシスガーデンの恩恵,おあしすがーでんのおんけい,名詞,原神/アイテム/武器素材
オアシスガーデンの追憶,おあしすがーでんのついおく,名詞,原神/アイテム/武器素材
静謐な森のしずくの金符,せいひつなもりのしずくのきんぷ,名詞,原神/アイテム/武器素材
静謐な森のしずくの銀符,せいひつなもりのしずくのぎんぷ,名詞,原神/アイテム/武器素材
静謐な森のしずくの鉄符,せいひつなもりのしずくのてっぷ,名詞,原神/アイテム/武器素材
静謐な森のしずくの銅符,,名詞,原神/アイテム/武器素材
