「公平」の教え,こうへいのおしえ,名詞,原神/アイテム/天賦素材
「公平」の導き,こうへいのみちびき,名詞,原神/アイテム/天賦素材
「公平」の哲学,こうへいのてつがく,名詞,原神/アイテム/天賦素材
「秩序」の教え,ちつじょのおしえ,名詞,原神/アイテム/天賦素材
「秩序」の導き,ちつじょのみちびき,名詞,原神/アイテム/天賦素材
「秩序」の哲学,ちつじょのてつがく,名詞,原神/アイテム/天賦素材
「正義」の教え,せいぎのおしえ,名詞,原神/アイテム/天賦素材
「正義」の導き,せいぎのみちびき,名詞,原神/アイテム/天賦素材
「正義」の哲学,せいぎのてつがく,名詞,原神/アイテム/天賦素材
「忠言」の教え,ちゅうげんのおしえ,名詞,原神/アイテム/天賦素材
「忠言」の導き,ちゅうげんのみちびき,名詞,原神/アイテム/天賦素材
「忠言」の哲学,ちゅうげんのてつがく,名詞,原神/アイテム/天賦素材
「自由」の教え,じゆうのおしえ,名詞,原神/アイテム/天賦素材
「自由」の導き,じゆうのみちびき,名詞,原神/アイテム/天賦素材
「自由」の哲学,じゆうのてつがく,名詞,原神/アイテム/天賦素材
「抗争」の教え,こうそうのおしえ,名詞,原神/アイテム/天賦素材
「抗争」の導き,こうそうのみちびき,名詞,原神/アイテム/天賦素材
「抗争」の哲学,こうそうのてつがく,名詞,原神/アイテム/天賦素材
「詩文」の教え,しぶんのおしえ,名詞,原神/アイテム/天賦素材
「詩文」の導き,しぶんのみちびき,名詞,原神/アイテム/天賦素材
「詩文」の哲学,しぶんのてつがく,名詞,原神/アイテム/天賦素材
「繁栄」の教え,はんえいのおしえ,名詞,原神/アイテム/天賦素材
「繁栄」の導き,はんえいのみちびき,名詞,原神/アイテム/天賦素材
「繁栄」の哲学,はんえいのてつがく,名詞,原神/アイテム/天賦素材
「勤労」の教え,きんろうのおしえ,名詞,原神/アイテム/天賦素材
「勤労」の導き,きんろうのみちびき,名詞,原神/アイテム/天賦素材
「勤労」の哲学,きんろうのてつがく,名詞,原神/アイテム/天賦素材
「黄金」の教え,おうごんのおしえ,名詞,原神/アイテム/天賦素材
「黄金」の導き,おうごんのみちびき,名詞,原神/アイテム/天賦素材
「黄金」の哲学,おうごんのてつがく,名詞,原神/アイテム/天賦素材
「浮世」の教え,うきよのおしえ,名詞,原神/アイテム/天賦素材
「浮世」の導き,うきよのみちびき,名詞,原神/アイテム/天賦素材
「浮世」の哲学,うきよのてつがく,名詞,原神/アイテム/天賦素材
「風雅」の教え,ふうがのおしえ,名詞,原神/アイテム/天賦素材
「風雅」の導き,ふうがのみちびき,名詞,原神/アイテム/天賦素材
「風雅」の哲学,ふうがのてつがく,名詞,原神/アイテム/天賦素材
「天光」の教え,てんこうのおしえ,名詞,原神/アイテム/天賦素材
「天光」の導き,てんこうのみちびき,名詞,原神/アイテム/天賦素材
「天光」の哲学,てんこうのてつがく,名詞,原神/アイテム/天賦素材
「創意」の教え,そういのおしえ,名詞,原神/アイテム/天賦素材
「創意」の導き,そういのみちびき,名詞,原神/アイテム/天賦素材
「創意」の哲学,そういのてつがく,名詞,原神/アイテム/天賦素材
「篤行」の教え,とっこうのおしえ,名詞,原神/アイテム/天賦素材
「篤行」の導き,とっこうのみちびき,名詞,原神/アイテム/天賦素材
「篤行」の哲学,とっこうのてつがく,名詞,原神/アイテム/天賦素材
「紛争」の導き,ふんそうのみちびき,名詞,原神/アイテム/天賦素材

「紛争」の哲学,ふんそうのてつがく,名詞,原神/アイテム/天賦素材

「角逐」の教え,かくちくのおしえ,名詞,原神/アイテム/天賦素材

「角逐」の導き,かくちくのみちびき,名詞,原神/アイテム/天賦素材

「角逐」の哲学,かくちくのてつがく,名詞,原神/アイテム/天賦素材

「焚燼」の教え,ふんじんのおしえ,名詞,原神/アイテム/天賦素材

「焚燼」の導き,ふんじんのみちびき,名詞,原神/アイテム/天賦素材

「焚燼」の哲学,ふんじんのてつがく,名詞,原神/アイテム/天賦素材

「紛争」の教え,ふんそうのおしえ,名詞,原神/アイテム/天賦素材
