ハーモニー,はーもにー,名詞,鳴潮
ハーモニー効果,はーもにーこうか,名詞,鳴潮
夜にこびり付く白霜,よるにこびりつくしらしも,名詞,鳴潮/ハーモニー
山を轟かせる崩火,やまをとどろかせるほうか,名詞,鳴潮/ハーモニー
空を切り裂く冥雷,そらをきりさくめいらい,名詞,鳴潮/ハーモニー
谷を突き抜ける長風,たにをつきぬけるちょうふう,名詞,鳴潮/ハーモニー
闇を取り払う浮星,やみをとりはらううきほし,名詞,鳴潮/ハーモニー
二度と輝かない沈日,にどとかがやかないちんじつ,名詞,鳴潮/ハーモニー
喧騒に隠す回光,けんそうにかくすかいこう,名詞,鳴潮/ハーモニー
月を窺う軽雲,つきをうかがうけいうん,名詞,鳴潮/ハーモニー
絶えない余韻,たえないよいん,名詞,鳴潮/ハーモニー
フロステッド・ハート,ふろすてっど・はーと,名詞,鳴潮/ハーモニー
エターナル・ライト,えたーなる・らいと,名詞,鳴潮/ハーモニー
ミッドナイト・ベール,みっどないと・べーる,名詞,鳴潮/ハーモニー
セレッシャル・アンサム,せれっしゃる・あんさむ,名詞,鳴潮/ハーモニー
タイズターニング・ヴァラ,たいずたーにんぐ・ゔぁら,名詞,鳴潮/ハーモニー
