ウィンガレット号,うぃんがれっとごう,名詞,原神/建物など/フォンテーヌ
特別許可食堂,とくべつきょかしょくどう,名詞,原神/建物など/フォンテーヌ
ラグ&ボーンショップ,,名詞,原神/建物など/フォンテーヌ
鉄拳闘技場,,名詞,原神/建物など/フォンテーヌ
ダーモヴィル雑貨店,だーもゔぃるざっかてん,名詞,原神/建物など/フォンテーヌ
ポート・ロマリタイム,,名詞,原神/建物など/フォンテーヌ
セントラルポートホール,,名詞,原神/建物など/フォンテーヌ
カーレス線,,名詞,原神/建物など/フォンテーヌ
クレメンタイン線,,名詞,原神/建物など/フォンテーヌ
ナヴィア線,,名詞,原神/建物など/フォンテーヌ
ホテル・ドゥボール,,名詞,原神/建物など/フォンテーヌ
カフェ・ルツェルン,,名詞,原神/建物など/フォンテーヌ
千織屋,,名詞,原神/建物など/フォンテーヌ
バーティンの珍奇館,ばーてぃんのちんきかん,名詞,原神/建物など/フォンテーヌ
ボーモント工房,ぼーもんとこうぼう,名詞,原神/建物など/フォンテーヌ
ルポート時計店,るぽーととけいてん,名詞,原神/建物など/フォンテーヌ
パレ・メルモニア,,名詞,原神/建物など/フォンテーヌ
歌劇場,かげきじょう,名詞,原神/建物など/フォンテーヌ
スチームバード新聞社,すちーむばーどしんぶんしゃ,名詞,原神/建物など/フォンテーヌ
エピクレシス歌劇場,えぴくれしすかげきじょう,名詞,原神/建物など/フォンテーヌ
レシュッツのクロックワーク工房,れしゅっつのくろっくわーくこうぼう,名詞,原神/建物など/フォンテーヌ
