
セシリアの苗床,せしりあのなえどこ,名詞,原神/秘境
仲夏の庭園,ちゅうかのていえん,名詞,原神/秘境
西風の鷹の神殿,せぴゅろすのたかのしんでん,名詞,原神/秘境
忘却の峡谷,ぼうきゃくのきょうこく,名詞,原神/秘境
銘記の谷,めいきのたに,名詞,原神/秘境
フィンドニールの頂上,ふぃんどにーるのちょうじょう,名詞,原神/秘境
山脊の見守り,さんせきのみまもり,名詞,原神/秘境
孤雲凌霄の処,こうんりょうしょうのところ,名詞,原神/秘境
曲径通幽の処,きょくけいつうゆうのところ,名詞,原神/秘境
華清帰蔵密宮,かしんきぞうみっきゅう,名詞,原神/秘境
無妄引責密宮,むぼういんせきみっきゅう,名詞,原神/秘境
墟散人離の処,きょさんじんりのところ,名詞,原神/秘境
「伏龍の木」の底,ふくりゅうのきのそこ,名詞,原神/秘境
太山府,たいざんふ,名詞,原神/秘境
震雷連山密宮,しんらいれんざんみっきゅう,名詞,原神/秘境
山間幽谷,さんかんゆうこく,名詞,原神/秘境
細径折旋の処,さいけいせっせんのところ,名詞,原神/秘境
兆候隠遁の城,ちょうこういんとんのしろ,名詞,原神/秘境
錯迷幻杳の境,さくめいげんようのさかい,名詞,原神/秘境
砂流ノ庭,さりゅうのにわ,名詞,原神/秘境
千門の虚舟,せんもんのきょしゅう,名詞,原神/秘境
借景ノ館,しゃっけいのやかた,名詞,原神/秘境
陣代屋敷,じんだいやしき,名詞,原神/秘境
池の中にある邸宅,いけのなかにあるていたく,名詞,原神/秘境
モシリの殻,もしりのから,名詞,原神/秘境
熟眠ノ庭,じゅくみんのにわ,名詞,原神/秘境
鳴神島・天守,なるかみじま・てんしゅ,名詞,原神/秘境
蒼白の遺栄,そうはくのいえい,名詞,原神/秘境
罪禍の終末,ざいかのしゅうまつ,名詞,原神/秘境
異界の余影,いかいのよかげ,名詞,原神/秘境
深潮の余韻,しんちょうのよいん,名詞,原神/秘境
菫色ノ庭,すみれいろのにわ,名詞,原神/秘境
染境,せんきょう,名詞,原神/秘境
華池岩岫,かちがんしゅう,名詞,原神/秘境
紅葉ノ庭,もみじのにわ,名詞,原神/秘境
夢想楽土の結末,むそうらくどのけつまつ,名詞,原神/秘境
有頂の塔,うちょうのとう,名詞,原神/秘境
無学の塔,むがくのとう,名詞,原神/秘境
幼夢の欠片,ようむのかけら,名詞,原神/秘境
河谷の闇路,かこくのやみじ,名詞,原神/秘境
赤砂の檻,せきさのおり,名詞,原神/秘境
ミラージュ祭場,みらーじゅさいじょう,名詞,原神/秘境
「亡者の都」,もうじゃのみやこ,名詞,原神/秘境
亡者の都,もうじゃのみやこ,名詞,原神/秘境
五大オアシスの殿堂,ごだいおあしすのでんどう,名詞,原神/秘境
原初の郷,げんしょのさと,名詞,原神/秘境
熔鉄の孤砦,ようてつのこさい,名詞,原神/秘境
地中の香海,ちちゅうのこうかい,名詞,原神/秘境
浄罪の井戸,じょうざいのいど,名詞,原神/秘境
赤金の廃城,あかがねのはいじょう,名詞,原神/秘境
帰元ノ庭,きげんのにわ,名詞,原神/秘境
淨琉璃工房,じょうるりこうぼう,名詞,原神/秘境
千柱の花園,,名詞,原神/秘境
縁覚の塔,えんかくのとう,名詞,原神/秘境
傘蓋の庇護,,名詞,原神/秘境
晴雨の経緯,,名詞,原神/秘境
煉武秘境,れんぶひきょう,名詞,原神/秘境
祈聖秘境,きせいひきょう,名詞,原神/秘境
熟知秘境,じゅくちひきょう,名詞,原神/秘境
夜魂の試練,やこんのしれん,名詞,原神/秘境
秘炎の幽墟,ひえんのゆうきょ,名詞,原神/秘境
古の眺望台,いにしえのちょうぼうだい,名詞,原神/秘境
レインボースピリットの地,れいんぼーすぴりっとのち,名詞,原神/秘境
滝を臨む廃都,たきをのぞむはいと,名詞,原神/秘境
色褪せた劇場,いろあせたげきじょう,名詞,原神/秘境
ぼろぼろの廃墟,ぼろぼろのはいきょ,名詞,原神/秘境
