ナタ,なた,地名その他,原神/国名「謎煙の主」,めいえんのあるじ,地名その他,原神/地名/ナタ
「豊穣の邦」,ほうじょうのくに,地名その他,原神/地名/ナタ
「花翼の集」,かよくのつどい,地名その他,原神/地名/ナタ
夜神の国,やがみのくに,地名その他,原神/地名/ナタ
テケメカンの谷,てけめかんのたに,地名その他,原神/地名/ナタ
「こだまの子」,こだまのこ,地名その他,原神/地名/ナタ
硫晶の支脈,りゅうしょうのしみゃく,地名その他,原神/地名/ナタ
山脈の亀裂,さんみゃくのきれつ,地名その他,原神/地名/ナタ
水没遺跡,すいぼついせき,地名その他,原神/地名/ナタ
万岩の地,まんがんのち,地名その他,原神/地名/ナタ
テペアカク坂,てぺあかくざか,地名その他,原神/地名/ナタ
万火のほとぎ,ばんかのほとぎ,地名その他,原神/地名/ナタ
ウィッツトリの丘,うぃっつとりのおか,地名その他,原神/地名/ナタ
聖火競技場,せいかきょうぎじょう,地名その他,原神/地名/ナタ
聖火競技場・パックス神殿,せいかきょうぎじょうぱっくすしんでん,地名その他,原神/地名/ナタ
灼石の円盤,しゃくせきのえんばん,地名その他,原神/地名/ナタ
談義室,だんわしつ,地名その他,原神/地名/ナタ
コアテペック山,こあてぺっくさん,地名その他,原神/地名/ナタ
「懸木の民」,かがりぎのたみ,地名その他,原神/地名/ナタ
彩晶の頂,さいしょうのいただき,地名その他,原神/地名/ナタ
先人の神殿,せんじんのしんでん,地名その他,原神/地名/ナタ
遺された神殿の弔う場,のこされたしんでんのとむらうば,地名その他,原神/地名/ナタ
トヤック源泉地,とやっくげんせんち,地名その他,原神/地名/ナタ
「流泉の衆」,りゅうせんのしゅう,地名その他,原神/地名/ナタ
アメヤルコの水域,あめやるこのすいいき,地名その他,原神/地名/ナタ
静寂の浮遊島,せいじゃくのふゆうとう,地名その他,原神/地名/ナタ
盗炎者の秘島,とうえんしゃのひとう,地名その他,原神/地名/ナタ
