遺瓏埠,いろうふ,地名その他,原神/地名/璃月

暝垣山,めいえんさん,地名その他,原神/地名/璃月

霊濛山,れいもうさん,地名その他,原神/地名/璃月

宝玦の口,ほうけつのくち,地名その他,原神/地名/璃月

沈瓏淵,ちんろうえん,地名その他,原神/地名/璃月

霊枢の庭,れいくのにわ,地名その他,原神/地名/璃月

老茶樹の丘,ろうちゃじゅのおか,地名その他,原神/地名/璃月

薬蝶の谷,やくちょうのたに,地名その他,原神/地名/璃月

赤璋の石垣,せきしょうのいしがき,地名その他,原神/地名/璃月

赤望台,せきぼうだい,地名その他,原神/地名/璃月

錦落の庭,きんらくのにわ,地名その他,原神/地名/璃月

懸練山,けんれんざん,地名その他,原神/地名/璃月

沈玉の谷,ちんぎょくのたに,地名その他,原神/地名/璃月

チ虎岩,ちこがん,地名その他,原神/地名/璃月

珉林,みんりん,地名その他,原神/地名/璃月

漉華の池,ろくかのいけ,地名その他,原神/地名/璃月

翠決坡,すいけつざか,地名その他,原神/地名/璃月

奥蔵山,おくぞうさん,地名その他,原神/地名/璃月

荻花洲,てきかしゅう,地名その他,原神/地名/璃月

翹英荘,ぎょうえいそう,地名その他,原神/地名/璃月

璃月,りーゆぇ,地名その他,原神/国名

璃月港,りーゆぇこう,地名その他,原神/地名/璃月

緋雲の丘,ひうんのおか,地名その他,原神/地名/璃月

黒岩場,こくがんじょう,地名その他,原神/地名/璃月

璃沙郊,りしゃこう,地名その他,原神/地名/璃月

天衡山,てんこうざん,地名その他,原神/地名/璃月

青墟浦,せいきょうら,地名その他,原神/地名/璃月

霊矩関,れいくかん,地名その他,原神/地名/璃月

遁玉の丘,とんぎょくのおか,地名その他,原神/地名/璃月

瓊璣野,けいきや,地名その他,原神/地名/璃月

帰離原,きりはら,地名その他,原神/地名/璃月

明蘊町,めいうんちょう,地名その他,原神/地名/璃月

瑶光の浜,ようこうのはま,地名その他,原神/地名/璃月

地中の塩,ちちゅうのしお,地名その他,原神/地名/璃月

天穹の谷,てんきゅうのたに,地名その他,原神/地名/璃月

絶雲の間,ぜつうんのま,地名その他,原神/地名/璃月

南天門,なんてんもん,地名その他,原神/地名/璃月

琥牢山,ころうざん,地名その他,原神/地名/璃月

慶雲頂,けいうんちょう,地名その他,原神/地名/璃月

華光の林,かこうのりん,地名その他,原神/地名/璃月

碧水の原,へきすいのはら,地名その他,原神/地名/璃月

石門,せきもん,地名その他,原神/地名/璃月

無妄の丘,むぼうのおか,地名その他,原神/地名/璃月

軽策荘,けいさくそう,地名その他,原神/地名/璃月

雲来の海,うんらいのうみ,地名その他,原神/地名/璃月

孤雲閣,こうんかく,地名その他,原神/地名/璃月

層岩巨淵,そうがんきょえん,地名その他,原神/地名/璃月

伏鰲の谷,ふごうのたに,地名その他,原神/地名/璃月

地上鉱区,ちじょうこうく,地名その他,原神/地名/璃月

巨淵洞口,きょえんほらぐち,地名その他,原神/地名/璃月

丹砂崖,たんしゃがい,地名その他,原神/地名/璃月

琉璃峰,るりほう,地名その他,原神/地名/璃月

天工峡,てんこうきょう,地名その他,原神/地名/璃月

採樵の谷,さいしょうのたに,地名その他,原神/地名/璃月

層岩巨淵・地下鉱区,そうがんきょえん・ちかこうく,地名その他,原神/地名/璃月

臨時本坑,りんじほんこう,地名その他,原神/地名/璃月

巨蛇岩穴,きょじゃがんけつ,地名その他,原神/地名/璃月

巨淵主鉱区,きょえんしゅこうく,地名その他,原神/地名/璃月

地下湿原,ちかしつげん,地名その他,原神/地名/璃月

嶮しき石堂,けわしきせきどう,地名その他,原神/地名/璃月

無名遺跡,むめいいせき,地名その他,原神/地名/璃月

蛍光隘路,けいこうあいろ,地名その他,原神/地名/璃月

