白石と黄銅の彫像,はくせきとおうどうのちょうぞう,名詞,原神/ボス
魔像レガトゥス,まぞうれがとぅす,名詞,原神/ボス
山隠れの猊獣,やまがくれのげいじゅう,名詞,原神/ボス
実験用フィールド生成装置,じっけんようふぃーるどせいせいそうち,名詞,原神/ボス
千年真珠の海駿,せんねんしんじゅのかいしゅん,名詞,原神/ボス
コッペリア,こっぺりあ,名詞,原神/ボス
コペリウス,こっぺりうす,名詞,原神/ボス
鉄甲熔炎帝王,てっこうようえんていおう,名詞,原神/ボス
シニョーラ,しにょーら,名詞,原神/ボス
兆載永劫ドレイク,ちょうさいようごうどれいく,名詞,原神/ボス
跋掣,ばっせい,名詞,原神/ボス
アンドリアス,あんどりあす,名詞,原神/ボス
ボレアス,ぼれあす,名詞,原神/ボス
若陀龍王,じゃくだりゅうおう,名詞,原神/ボス
マッシュラプトル,まっしゅらぷとる,名詞,原神/ボス
深罪の浸礼者,しんざいのしんれいしゃ,名詞,原神/ボス
アペプのオアシス守護者,あぺぷのおあしすしゅごしゃ,名詞,原神/ボス
恒常からくり陣形,こうじょうからくりじんけい,名詞,原神/ボス
七葉寂照秘密主,しちようじゃくしょうひみつしゅ,名詞,原神/ボス
無相の草,むそうのくさ,名詞,原神/ボス
半永久統制マトリックス,はんえいきゅうとうせいまとりっくす,名詞,原神/ボス
迅電樹,じんでんじゅ,名詞,原神/ボス
マジックフラワー,まじっくふらわー,名詞,原神/ボス
黄金王獣,おうごんおうじゅう,名詞,原神/ボス
トワリン,とわりん,名詞,原神/ボス
禍津御建鳴神命,まがつみたけなるかみのみこと,名詞,原神/ボス
遺跡サーペント,いせきさーぺんと,名詞,原神/ボス
爆炎樹,ばくえんじゅ,名詞,原神/ボス
急凍樹,きゅうとうじゅ,名詞,原神/ボス
無相の風,むそうのかぜ,名詞,原神/ボス
無相の雷,むそうのかみなり,名詞,原神/ボス
無相の岩,むそうのいわ,名詞,原神/ボス
無相の氷,むそうのこおり,名詞,原神/ボス
無相の炎,むそうのほのお,名詞,原神/ボス
無相の水,むそうのみず,名詞,原神/ボス
雷音権現,らいおんごんげん,名詞,原神/ボス
エンシェントヴィシャップ,えんしぇんとゔぃしゃっぷ,名詞,原神/ボス
魔偶剣鬼,まぐうけんき,名詞,原神/ボス
水形タルパ,,名詞,原神/ボス
呑星の鯨,どんせいのくじら,名詞,原神/ボス
風蝕ウェネト,,名詞,原神/ボス
